Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,BsmtQual_ord,BsmtCond_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,HasBsmt,GarageType_ord,GarageFinish_ord,GarageQual_ord,GarageCond_ord,GarageAge,HasGarage,HouseAge,RemodAge,MoSold_sin,MoSold_cos,HasMisc,FireplaceQu_ord,PoolHighOutlier,Alley_Grvl,Alley_Pave,HasFence,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw
849,50,RL,75.0,45600,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,0,0,907,907,GasA,TA,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,1,2,360,Y,486,40,0,0,175,0,0,2008,WD,Normal,240000,2,3,1,1,1,1,2,,2,3,100.0,1,100,11,-1.0,-1.8369701987210297e-16,0,4,0,False,False,0,False,False,False,False
850,80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,0,0,528,528,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,2,512,Y,113,100,0,0,0,0,0,2007,WD,Normal,187000,2,3,1,1,1,1,4,,3,3,31.0,1,31,13,-0.8660254037844384,-0.5000000000000004,0,3,0,False,False,0,False,False,False,False
851,120,RM,36.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,659,0,189,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,2,420,Y,140,0,0,0,0,0,0,2007,WD,Normal,131500,3,3,3,6,1,1,4,,3,3,4.0,1,4,4,-0.5000000000000004,0.8660254037844384,0,0,0,False,False,0,False,False,False,False
852,120,RL,0.0,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,0,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,2,400,Y,143,20,0,0,0,0,0,2006,WD,Normal,215000,3,3,4,1,1,1,4,,3,3,3.0,1,3,3,0.49999999999999994,-0.8660254037844387,0,3,0,False,False,0,False,False,False,False
853,75,RL,53.0,7128,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,364,0,554,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,1,240,Y,0,0,0,0,126,0,0,2007,WD,Normal,164000,2,3,1,3,1,1,2,,3,3,66.0,1,66,57,-0.8660254037844384,-0.5000000000000004,0,4,0,False,False,1,False,False,True,False
854,80,RL,0.0,12095,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,564,0,563,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,TA,7,Typ,1,2,645,Y,180,0,0,0,0,0,0,2009,WD,Normal,158000,2,3,4,3,1,1,4,,3,3,45.0,1,45,45,-0.8660254037844384,-0.5000000000000004,0,2,0,False,False,1,False,False,True,False
855,20,RL,102.0,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,306,1085,372,1763,GasA,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,TA,6,Typ,1,2,454,Y,0,418,0,0,312,0,0,2006,WD,Abnorml,170000,2,3,2,5,3,1,4,,3,3,51.0,1,51,32,-0.4999999999999998,-0.8660254037844388,0,4,0,False,False,0,False,False,False,False
856,20,RL,0.0,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,659,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,1,260,Y,0,104,0,0,0,0,0,2010,WD,Normal,127000,2,3,1,5,1,1,2,,3,3,48.0,1,48,0,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
857,80,RL,0.0,10970,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,505,435,0,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,0,2,576,Y,0,0,34,0,0,0,0,2008,WD,Normal,147000,3,4,4,6,2,1,2,,3,2,27.0,1,30,30,-0.8660254037844386,0.5000000000000001,0,0,0,False,False,1,False,False,True,False
858,60,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,0,0,702,702,GasA,Gd,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,TA,6,Typ,1,2,343,Y,0,36,0,0,0,0,0,2009,WD,Normal,174000,3,3,1,1,1,1,4,,3,3,15.0,1,15,14,1.0,6.123233995736766e-17,0,3,0,False,False,0,False,False,False,False
859,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,0,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,2,479,Y,0,0,0,0,0,0,0,2009,WD,Family,152000,3,3,1,1,1,1,4,,3,3,33.0,1,33,33,1.2246467991473532e-16,-1.0,0,3,0,False,False,1,False,False,True,False
860,60,RL,0.0,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,619,0,435,1054,GasA,TA,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,1,2,619,Y,0,65,0,0,222,0,0,2006,WD,Normal,250000,2,3,2,4,1,1,4,,3,3,38.0,1,38,22,-0.8660254037844384,-0.5000000000000004,0,4,0,False,False,0,False,False,False,False
861,50,RL,55.0,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,0,0,912,912,GasA,Gd,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,Gd,7,Typ,1,1,216,Y,0,240,0,0,0,0,0,2007,WD,Normal,189950,2,3,1,1,1,1,2,,3,3,82.0,1,89,9,1.2246467991473532e-16,-1.0,0,4,0,False,False,1,True,False,False,False
862,190,RL,75.0,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,841,0,198,1039,GasA,Ex,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,TA,6,Typ,0,2,504,Y,0,0,0,0,0,0,0,2010,WD,Normal,131500,2,3,2,4,1,1,4,,3,3,45.0,1,45,45,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
863,20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,338,0,702,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,2,480,Y,0,0,0,0,0,0,0,2010,WD,Normal,152000,3,3,1,6,1,1,4,,3,3,24.0,1,26,25,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,1,True,False,False,False
864,20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,1148,0,0,1148,GasA,TA,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,TA,6,Typ,0,1,672,Y,0,0,0,0,0,0,0,2009,WD,Normal,132500,2,3,1,4,1,1,4,,3,3,50.0,1,50,50,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,1,True,False,False,False
865,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0,0,1372,1372,GasA,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,2,529,Y,0,140,0,0,0,0,0,2008,New,Partial,250580,4,3,1,1,1,1,4,,3,3,0.0,0,1,0,0.49999999999999994,-0.8660254037844387,0,0,0,False,False,0,False,False,False,False
866,20,RL,0.0,8750,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,828,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,2,902,Y,0,0,0,0,0,0,0,2009,WD,Normal,148500,2,3,1,4,1,1,2,,3,3,36.0,1,39,39,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,1,False,False,True,False
867,20,RL,67.0,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,0,0,1638,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,Gd,6,Typ,1,3,870,Y,192,80,0,0,0,0,0,2007,New,Partial,248900,3,3,3,1,1,1,4,,3,3,0.0,0,1,0,-0.5000000000000004,0.8660254037844384,0,4,0,False,False,0,False,False,False,False
868,20,RL,85.0,6970,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,932,0,108,1040,GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,2,544,Y,168,0,0,0,0,0,400,2007,WD,Normal,129000,2,3,1,5,1,1,4,,3,3,46.0,1,46,46,0.49999999999999994,-0.8660254037844387,1,0,0,False,False,0,False,False,False,False
869,60,RL,0.0,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,0,0,0,0,GasA,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,2,672,P,120,144,0,0,0,0,0,2006,WD,Normal,169000,0,0,0,0,0,0,4,,3,3,27.0,1,58,56,0.49999999999999994,-0.8660254037844387,0,3,0,False,False,0,False,False,False,False
870,60,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,750,0,300,1050,GasA,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,2,574,Y,156,90,0,0,0,0,0,2010,WD,Normal,236000,3,3,1,6,1,1,4,,3,3,17.0,1,17,16,1.2246467991473532e-16,-1.0,0,3,0,False,False,1,True,False,False,False
871,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,894,894,GasA,Gd,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,1,308,Y,0,0,0,0,0,0,0,2009,WD,Normal,109500,2,3,1,1,1,1,2,,3,3,47.0,1,47,47,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,0,False,False,False,False
872,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,505,0,299,804,GasA,Ex,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,Gd,7,Typ,0,2,523,Y,0,77,0,0,0,0,0,2010,WD,Normal,200500,3,3,1,6,1,1,4,,3,3,12.0,1,12,12,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
873,20,RL,74.0,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,0,0,105,105,GasA,Gd,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,Gd,5,Typ,0,2,414,Y,196,0,150,0,0,0,0,2008,WD,Normal,116000,2,3,3,1,1,1,4,,3,3,55.0,1,55,12,-0.8660254037844386,0.5000000000000001,0,0,0,False,False,1,False,True,False,False
874,40,RL,60.0,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,375,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,1,288,Y,0,28,0,0,0,0,0,2009,WD,Normal,133000,2,3,1,3,1,1,4,,3,3,60.0,1,60,59,-1.0,-1.8369701987210297e-16,1,4,0,False,False,0,False,False,False,False
875,50,RM,52.0,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,0,0,676,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,1,200,Y,26,0,0,0,0,0,0,2009,WD,Abnorml,66500,2,3,1,1,1,1,2,,3,3,68.0,1,68,59,-0.8660254037844384,-0.5000000000000004,0,0,0,False,False,0,False,False,False,False
876,60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,64,0,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,2,550,Y,208,364,0,0,0,0,0,2007,New,Partial,303477,3,3,3,6,1,1,5,,3,3,0.0,0,0,0,-0.8660254037844384,-0.5000000000000004,0,4,0,False,False,0,False,False,False,False
877,20,RL,94.0,25286,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,633,0,431,1064,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,2,648,Y,0,0,0,0,0,0,0,2007,WD,Normal,132250,2,3,4,5,1,1,4,,3,3,44.0,1,44,44,0.49999999999999994,0.8660254037844387,0,0,0,False,False,0,False,False,False,False
878,60,RL,74.0,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,1170,0,292,1462,GasA,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,3,738,Y,184,0,0,0,0,0,0,2009,WD,Normal,350000,4,3,1,6,1,1,4,,3,3,5.0,1,5,4,1.2246467991473532e-16,-1.0,0,4,0,False,False,0,False,False,False,False
879,85,RL,88.0,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,899,0,210,1109,GasA,TA,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,2,576,Y,192,0,0,0,0,0,400,2010,WD,Normal,148000,2,3,3,5,1,1,2,,3,3,23.0,1,49,15,1.2246467991473532e-16,-1.0,1,0,0,False,False,1,False,False,True,False
880,20,RL,0.0,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,646,0,218,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,1,336,Y,0,0,0,0,0,0,0,2009,WD,Normal,136500,2,3,1,5,1,1,4,,3,3,31.0,1,31,4,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,1,False,True,False,False
881,20,RL,60.0,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,980,0,110,1090,GasA,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,2,450,Y,0,49,0,0,0,0,0,2007,WD,Normal,157000,4,4,1,5,1,1,4,,3,3,2.0,1,2,1,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
882,50,RL,44.0,13758,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,902,0,254,1156,GasA,Ex,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,2,400,Y,168,36,0,0,0,0,0,2007,WD,Normal,187500,3,3,2,2,1,1,4,,3,3,17.0,1,17,16,0.8660254037844387,-0.49999999999999983,0,3,0,False,False,0,False,False,False,False
883,60,RL,0.0,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0,0,808,808,GasA,Gd,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,2,389,Y,342,40,0,0,0,0,0,2009,WD,Normal,178000,3,3,1,1,1,1,5,,3,3,16.0,1,17,16,-2.4492935982947064e-16,1.0,0,3,0,False,False,1,False,False,True,False
884,75,RL,60.0,6204,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,0,0,795,795,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,1,440,Y,0,188,0,0,0,0,0,2006,WD,Normal,118500,2,2,1,1,1,1,2,,3,4,9.0,1,94,56,1.0,6.123233995736766e-17,0,0,0,False,False,0,False,False,False,False
885,20,RL,65.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,432,0,460,892,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,2009,WD,Normal,100000,2,3,1,4,1,1,4,,3,3,42.0,1,42,42,-0.4999999999999998,-0.8660254037844388,0,0,0,False,False,1,False,True,False,False
886,120,FV,50.0,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,1238,0,460,1698,GasA,Ex,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,2,506,Y,97,65,0,0,0,0,0,2008,CWD,Abnorml,328900,4,3,3,6,1,1,4,,3,3,9.0,1,9,8,0.49999999999999994,0.8660254037844387,0,3,0,False,False,0,False,False,False,False
887,90,RL,70.0,8393,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,528,0,1098,1626,GasA,Ex,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,2,588,Y,272,54,0,0,0,0,0,2006,WD,Family,145000,2,3,1,2,1,1,4,,3,3,1.0,1,47,1,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
888,50,RL,59.0,16466,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,0,0,816,816,GasA,TA,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,1,300,Y,121,0,0,0,265,0,0,2008,WD,Normal,135500,2,3,1,1,1,1,4,,3,3,53.0,1,53,53,0.8660254037844387,-0.49999999999999983,0,0,0,False,False,0,False,False,False,False
889,20,RL,95.0,15865,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,351,823,1043,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,2,621,Y,81,207,0,0,224,0,0,2007,WD,Normal,268000,2,4,4,5,3,1,4,,3,3,37.0,1,37,37,-0.8660254037844386,0.5000000000000001,0,3,0,False,False,0,False,False,False,False
890,20,RL,128.0,12160,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,1024,0,481,1505,GasA,Ex,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,2,505,Y,0,0,0,162,0,0,0,2009,WD,Normal,149500,2,3,1,4,1,1,4,,3,3,56.0,1,56,56,0.8660254037844386,0.5000000000000001,0,3,0,False,False,0,False,False,False,False
891,50,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,0,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,2,576,Y,0,0,0,0,0,0,2000,2007,WD,Normal,122900,2,3,2,1,1,1,2,,3,3,4.0,1,58,1,-0.4999999999999998,-0.8660254037844388,1,1,0,False,False,1,False,False,True,False
892,60,RL,70.0,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,226,500,192,918,GasA,Gd,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,2,440,Y,243,0,0,0,0,0,0,2009,WD,Normal,172500,2,3,1,2,3,1,4,,3,3,31.0,1,31,31,-0.4999999999999998,-0.8660254037844388,0,3,0,False,False,0,False,False,False,False
893,20,RL,70.0,8414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,663,0,396,1059,GasA,TA,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,1,264,Y,192,0,0,0,0,0,0,2006,WD,Normal,154500,2,3,1,6,1,1,4,,3,3,43.0,1,43,3,0.8660254037844386,0.5000000000000001,0,0,0,False,False,1,False,False,True,False
894,20,RL,0.0,13284,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,1064,0,319,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,1,354,Y,511,116,0,0,0,0,0,2008,WD,Normal,165000,3,3,2,4,1,1,4,,3,3,54.0,1,54,54,1.2246467991473532e-16,-1.0,0,4,0,False,False,1,True,False,False,False
895,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,2,400,Y,0,0,0,0,0,0,0,2009,WD,Alloca,118858,0,0,0,0,0,0,4,,3,3,30.0,1,30,30,1.2246467991473532e-16,-1.0,0,0,0,False,False,0,False,False,False,False
896,60,RL,71.0,7056,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,400,0,380,780,GasA,TA,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,2,483,Y,0,50,0,0,0,0,0,2008,WD,Normal,140000,2,3,1,4,1,1,4,,3,3,45.0,1,45,45,-0.8660254037844386,0.5000000000000001,0,3,0,False,False,0,False,False,False,False
897,30,RM,50.0,8765,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,285,0,666,951,GasA,Ex,N,SBrkr,951,0,0,951,0,0,1,0,2,1,TA,6,Typ,0,1,327,Y,0,28,0,0,0,0,0,2006,WD,Abnorml,106500,2,3,1,5,1,1,2,,3,3,70.0,1,70,56,0.8660254037844387,-0.49999999999999983,0,0,0,True,False,0,False,False,False,False
